frame_number,label_m,pred_m,triangle_m,ml_direction
502,-0.100000,0.373940,6.624164,0
503,-0.100000,0.373940,6.689106,0
504,-0.100000,0.373940,6.754049,0
505,-0.100000,0.373940,6.818992,0
506,-0.100000,0.373940,6.883934,0
507,-0.100000,0.373940,6.948877,0
508,-0.100000,0.373940,7.013820,0
509,-0.100000,0.373940,7.078763,0
510,-0.100000,0.373940,7.143706,0
511,-0.100000,0.373940,7.208649,0
512,-0.100000,0.373940,7.273592,0
513,-0.100000,0.373940,7.338534,0
514,-0.100000,0.373940,7.403477,0
515,-0.100000,0.373940,7.468420,0
516,-0.100000,0.373940,7.533362,0
517,-0.100000,0.373940,7.598305,0
518,-0.100000,0.373940,7.663248,0
519,-0.100000,0.373940,7.728191,0
520,-0.100000,0.373940,7.793134,0
521,-0.100000,0.373940,7.858077,0
522,-0.100000,0.373940,7.923019,0
523,-0.100000,0.373940,7.987962,0
524,-0.100000,0.373940,8.052905,0
525,-0.100000,0.373940,8.117847,0
526,-0.100000,0.373940,8.182791,0
527,-0.100000,0.373940,8.247733,0
528,-0.100000,0.373940,8.312675,0
529,-0.100000,0.373940,8.377619,0
530,-0.100000,0.373940,8.442561,0
531,-0.099994,0.373940,8.507504,0
532,-0.099985,0.373940,8.572447,0
533,-0.099973,0.373940,8.637390,0
534,-0.099960,0.373940,8.702332,0
535,-0.099942,0.373940,8.767275,0
536,-0.099921,0.373962,8.832218,0
537,-0.099895,0.374257,8.897161,0
538,-0.099864,0.376538,8.962104,1
539,-0.099828,0.387378,9.027046,1
540,-0.099786,0.420585,9.091990,1
541,-0.099734,0.490239,9.156932,1
542,-0.099670,0.598497,9.221875,1
543,-0.099591,0.734994,9.286818,1
544,-0.099499,0.886679,9.351760,1
545,-0.099386,1.042949,9.416703,1
546,-0.099249,1.192986,9.481646,1
547,-0.099085,1.321493,9.546589,1
548,-0.098892,1.411462,9.611531,1
549,-0.098665,1.457869,9.676475,1
550,-0.098391,1.473999,9.741417,0
551,-0.098061,1.477547,9.806360,0
552,-0.097680,1.478021,9.871303,0
553,-0.097236,1.478056,9.936245,0
554,-0.096717,1.478056,10.001188,0
555,-0.096113,1.478056,10.066131,0
556,-0.095393,1.478056,10.131074,0
557,-0.094565,1.478056,10.196016,0
558,-0.093616,1.478056,10.260960,0
559,-0.092531,1.478056,10.325902,0
560,-0.091286,1.478056,10.390844,0
561,-0.089811,1.478056,10.455788,0
562,-0.088133,1.478056,10.520730,0
563,-0.086232,1.478056,10.585673,0
564,-0.084085,1.478090,10.650616,0
565,-0.081671,1.478534,10.715559,0
566,-0.078846,1.481827,10.780501,1
567,-0.075670,1.496510,10.845445,1
568,-0.072112,1.537232,10.910387,1
569,-0.068140,1.610549,10.975329,1
570,-0.063718,1.700671,11.040273,1
571,-0.058654,1.779478,11.105215,1
572,-0.052998,1.829145,11.170158,1
573,-0.046731,1.851288,11.235101,0
574,-0.039807,1.858016,11.300044,0
575,-0.032179,1.859350,11.364986,0
576,-0.023593,1.859515,11.429930,0
577,-0.014081,1.859526,11.494872,0
578,-0.003652,1.859526,11.559814,0
579,0.007753,1.859526,11.624758,0
580,0.020196,1.859526,11.689700,0
581,0.033992,1.859526,11.754643,0
582,0.049150,1.859526,11.819586,0
583,0.065608,1.859526,11.884529,0
584,0.083437,1.859526,11.949471,0
585,0.102713,1.859526,12.014414,0
586,0.123774,1.859526,12.079357,0
587,0.146742,1.859526,12.144300,0
588,0.171452,1.859526,12.209243,0
589,0.197983,1.859526,12.274185,0
590,0.226417,1.859526,12.339128,0
591,0.257096,1.859526,12.404071,0
592,0.290309,1.859526,12.469014,0
593,0.325741,1.859526,12.533957,0
594,0.363476,1.859526,12.598899,0
595,0.403593,1.859526,12.663842,0
596,0.446392,1.859526,12.728785,0
597,0.492400,1.859526,12.793728,0
598,0.541110,1.859526,12.858670,0
599,0.592596,1.859526,12.923614,0
600,0.646933,1.859530,12.988556,0
601,0.704330,1.859593,13.053499,0
602,0.765598,1.860132,13.118442,0
603,0.829999,1.863052,13.183384,1
604,0.897598,1.873406,13.248327,1
605,0.968453,1.898422,13.313270,1
606,1.042644,1.942134,13.378213,1
607,1.121304,2.002762,13.443155,1
608,1.203437,2.077446,13.508099,1
609,1.289090,2.166181,13.573041,1
610,1.378299,2.270365,13.637984,1
611,1.471107,2.389981,13.702927,1
612,1.568594,2.522068,13.767869,1
613,1.669890,2.660533,13.832812,1
614,1.774884,2.797084,13.897755,1
615,1.883595,2.923010,13.962698,1
616,1.996027,3.031286,14.027640,1
617,2.113110,3.118275,14.092584,1
618,2.234191,3.184487,14.157526,1
619,2.358988,3.234213,14.222468,1
620,2.487481,3.274294,14.287412,1
621,2.619659,3.312538,14.352354,1
622,2.756240,3.356306,14.417297,1
623,2.896829,3.411603,14.482240,1
624,3.040979,3.482752,14.547183,1
625,3.188640,3.572500,14.612125,1
626,3.339773,3.682284,14.677069,1
627,3.494880,3.812360,14.742011,1
628,3.653821,3.961653,14.806953,1
629,3.816007,4.127398,14.871897,1
630,3.981379,4.304836,14.936839,1
631,4.149862,4.487360,15.001782,1
632,4.321775,4.667354,15.066725,1
633,4.497166,4.837682,15.131668,1
634,4.675378,4.993364,15.196610,1
635,4.856332,5.132840,15.261554,1
636,5.039951,5.258322,15.326496,1
637,5.226356,5.375131,15.391438,1
638,5.415753,5.490327,15.456382,1
639,5.607461,5.611169,15.521324,1
640,5.801394,5.743901,15.586267,1
641,5.997435,5.893054,15.651210,1
642,6.195610,6.061235,15.716153,1
643,6.396152,6.249176,15.781096,1
644,6.598427,6.455876,15.846038,1
645,6.802325,6.678795,15.910981,1
646,7.007739,6.914154,15.975924,1
647,7.214579,7.157452,16.040867,1
648,7.423029,7.404195,16.105810,1
649,7.632539,7.650700,16.170752,1
650,7.843009,7.894713,16.235695,1
651,8.054291,8.135566,16.300638,1
652,8.266273,8.373779,16.365582,1
653,8.478894,8.610237,16.430523,1
654,8.691838,8.845314,16.495466,1
655,8.904949,9.078354,16.560410,1
656,9.118071,9.307725,16.625351,1
657,9.331075,9.531359,16.690294,1
658,9.543648,9.747480,16.755238,1
659,9.755634,9.955170,16.820181,1
660,9.966901,10.154596,16.885122,1
661,10.177272,10.346963,16.950066,1
662,10.386588,10.534294,17.015009,1
663,10.594395,10.719166,17.079950,1
664,10.800540,10.904365,17.144894,1
665,11.005009,11.092381,17.209837,1
666,11.207618,11.284805,17.274780,1
667,11.408231,11.481761,17.339722,1
668,11.606262,11.681700,17.404665,1
669,11.801499,11.881691,17.469608,1
670,11.994122,12.078183,17.534550,1
671,12.183984,12.267990,17.599493,1
672,12.370945,12.449099,17.664436,1
673,12.554433,12.621066,17.729380,1
674,12.734064,12.784850,17.794321,1
675,12.910296,12.942256,17.859264,1
676,13.083024,13.095231,17.924208,1
677,13.252147,13.245317,17.989151,1
678,13.417210,13.393387,18.054092,1
679,13.577578,13.539715,18.119036,1
680,13.734050,13.684216,18.183979,1
681,13.886553,13.826720,18.248920,1
682,14.035051,13.967165,18.313864,1
683,14.179284,14.105686,18.378807,1
684,14.318390,14.242626,18.443750,1
685,14.453440,14.378455,18.508692,1
686,14.584439,14.513622,18.573635,1
687,14.711416,14.648329,18.638578,1
688,14.834333,14.782302,18.703520,1
689,14.952146,14.914700,18.768463,1
690,15.066135,15.044253,18.833406,1
691,15.176369,15.169653,18.898350,1
692,15.282928,15.290009,18.963291,1
693,15.385916,15.405188,19.028234,1
694,15.484445,15.515862,19.093178,1
695,15.579642,15.623251,19.158119,1
696,15.671695,15.728678,19.223063,1
697,15.760741,15.833151,19.288006,1
698,15.846910,15.937120,19.352949,1
699,15.929691,16.040468,19.417891,1
700,16.009840,16.142632,19.482834,1
701,16.087677,16.242750,19.547777,1
702,16.163347,16.339724,19.612720,1
703,16.237005,16.432241,19.677662,1
704,16.308432,16.518887,19.742605,1
705,16.378101,16.598410,19.807549,1
706,16.446348,16.670156,19.872490,1
707,16.513311,16.734480,19.937433,1
708,16.579140,16.792931,20.002377,1
709,16.643827,16.848047,20.067320,1
710,16.707645,16.902843,20.132261,1
711,16.770857,16.960136,20.197205,1
712,16.833582,17.021982,20.262148,1
713,16.895945,17.089361,20.327089,1
714,16.958050,17.162176,20.392033,1
715,17.020071,17.239506,20.456976,1
716,17.082140,17.319981,20.521919,1
717,17.144337,17.402170,20.586861,1
718,17.206762,17.484882,20.651804,1
719,17.269524,17.567301,20.716747,1
720,17.332781,17.648922,20.781689,1
721,17.396523,17.729422,20.846632,1
722,17.460789,17.808481,20.911575,1
723,17.525631,17.885757,20.976519,1
724,17.591127,17.960947,21.041460,1
725,17.657454,18.033983,21.106403,1
726,17.724468,18.105177,21.171347,1
727,17.792185,18.175230,21.236290,1
728,17.860615,18.245008,21.301231,1
729,17.929781,18.315165,21.366175,1
730,17.999874,18.385727,21.431118,1
731,18.070671,18.455896,21.496059,1
732,18.142157,18.524183,21.561003,1
733,18.214321,18.588923,21.625946,1
734,18.287138,18.648964,21.690889,1
735,18.360762,18.704222,21.755831,1
736,18.434980,18.755836,21.820774,1
737,18.509748,18.805855,21.885717,1
738,18.585037,18.856600,21.950659,1
739,18.660803,18.910017,22.015602,1
740,18.737122,18.967299,22.080545,1
741,18.813833,19.028873,22.145489,1
742,18.890879,19.094755,22.210430,1
743,18.968214,19.164970,22.275373,1
744,19.045809,19.239902,22.340317,1
745,19.123644,19.320267,22.405258,1
746,19.201632,19.406698,22.470201,1
747,19.279699,19.499062,22.535145,1
748,19.357815,19.595835,22.600088,1
749,19.435936,19.693933,22.665030,1
750,19.513998,19.789202,22.729973,1
751,19.591946,19.877501,22.794916,1
752,19.669741,19.955967,22.859859,1
753,19.747345,20.023926,22.924801,1
754,19.824722,20.083076,22.989744,1
755,19.901783,20.136871,23.054688,1
756,19.978462,20.189383,23.119629,1
757,20.054771,20.244106,23.184572,1
758,20.130678,20.303116,23.249516,1
759,20.206152,20.366795,23.314459,1
760,20.281101,20.434139,23.379400,1
761,20.355434,20.503372,23.444344,1
762,20.429220,20.572613,23.509287,1
763,20.502432,20.640368,23.574228,1
764,20.575047,20.705791,23.639172,1
765,20.646996,20.768723,23.704115,1
766,20.718138,20.829668,23.769058,1
767,20.788607,20.889751,23.834000,1
768,20.858385,20.950636,23.898943,1
769,20.927462,21.014339,23.963886,1
770,20.995802,21.082905,24.028828,1
771,21.063204,21.157866,24.093771,1
772,21.129864,21.239691,24.158714,1
773,21.195780,21.327341,24.223658,1
774,21.260954,21.418171,24.288599,1
775,21.325380,21.508348,24.353542,1
776,21.388838,21.593756,24.418486,1
777,21.451546,21.671154,24.483429,1
778,21.513527,21.739227,24.548370,1
779,21.574789,21.799067,24.613314,1
780,21.635336,21.853819,24.678257,1
781,21.694990,21.907661,24.743198,1
782,21.753939,21.964447,24.808142,1
783,21.812223,22.026627,24.873085,1
784,21.869865,22.094791,24.938028,1
785,21.926876,22.167923,25.002970,1
786,21.983139,22.244074,25.067913,1
787,22.038778,22.321072,25.132856,1
788,22.093861,22.396961,25.197798,1
789,22.148413,22.470091,25.262741,1
790,22.202446,22.539003,25.327684,1
791,22.255898,22.602331,25.392628,1
792,22.308842,22.658852,25.457569,1
793,22.361351,22.707737,25.522512,1
794,22.413448,22.748915,25.587456,1
795,22.465149,22.783339,25.652399,1
796,22.516428,22.813061,25.717340,1
797,22.567305,22.840942,25.782284,1
798,22.617861,22.870045,25.847227,1
799,22.668119,22.902916,25.912169,1
800,22.718086,22.940960,25.977112,1
801,22.767750,22.984228,26.042055,1
802,22.817114,23.031605,26.106998,1
803,22.866240,23.081360,26.171940,1
804,22.915146,23.131744,26.236883,1
805,22.963837,23.181469,26.301826,1
806,23.012306,23.229872,26.366768,1
807,23.060537,23.276844,26.431711,1
808,23.108585,23.322653,26.496655,1
809,23.156464,23.367727,26.561598,1
810,23.204174,23.412582,26.626539,1
811,23.251715,23.457777,26.691483,1
812,23.299068,23.503899,26.756426,1
813,23.346272,23.551506,26.821367,1
814,23.393345,23.600992,26.886311,1
815,23.440294,23.652439,26.951254,1
816,23.487123,23.705536,27.016197,1
817,23.533813,23.759567,27.081139,1
818,23.580414,23.813524,27.146082,1
819,23.626932,23.866280,27.211025,1
820,23.673376,23.916819,27.275969,1
821,23.719765,23.964470,27.340910,1
822,23.766109,24.009132,27.405853,1
823,23.812437,24.051378,27.470797,1
824,23.858767,24.092381,27.535738,1
825,23.905123,24.133621,27.600681,1
826,23.951519,24.176447,27.665625,1
827,23.998009,24.221575,27.730568,1
828,24.044609,24.268837,27.795509,1
829,24.091351,24.317198,27.860453,1
830,24.138258,24.365152,27.925396,1
831,24.185358,24.411295,27.990337,1
832,24.232742,24.454868,28.055281,1
833,24.280439,24.496038,28.120224,1
834,24.328459,24.535810,28.185167,1
835,24.376839,24.575640,28.250109,1
836,24.425608,24.616928,28.315052,1
837,24.474884,24.660624,28.379995,1
838,24.524734,24.707058,28.444937,1
839,24.575123,24.756054,28.509880,1
840,24.626095,24.807148,28.574823,1
841,24.677687,24.859823,28.639767,1
842,24.730028,24.913670,28.704708,1
843,24.783237,24.968391,28.769651,1
844,24.837221,25.023777,28.834595,1
845,24.892017,25.079592,28.899538,1
846,24.947666,25.135532,28.964479,1
847,25.004290,25.191153,29.029423,1
848,25.062090,25.245874,29.094366,1
849,25.120890,25.299034,29.159307,1
850,25.180723,25.350014,29.224251,1
851,25.241629,25.398453,29.289194,1
852,25.303688,25.444466,29.354137,1
853,25.367218,25.488804,29.419079,1
854,25.431942,25.532831,29.484022,1
855,25.497890,25.578270,29.548965,1
856,25.565088,25.626808,29.613907,1
857,25.633570,25.679722,29.678850,1
858,25.703770,25.737684,29.743793,1
859,25.775311,25.800867,29.808737,1
860,25.848215,25.869267,29.873678,1
861,25.922493,25.943106,29.938622,1
862,25.998158,26.023052,30.003565,1
863,26.075640,26.110197,30.068506,1
864,26.154593,26.205729,30.133450,1
865,26.234978,26.310461,30.198393,1
866,26.316799,26.424393,30.263336,1
867,26.400053,26.546492,30.328278,1
868,26.485111,26.674759,30.393221,1
869,26.571707,26.806595,30.458164,1
870,26.659733,26.939270,30.523108,1
871,26.749172,27.070356,30.588049,1
872,26.840021,27.197906,30.652992,1
873,26.932549,27.320415,30.717936,1
874,27.026592,27.436609,30.782877,1
875,27.121969,27.545340,30.847820,1
876,27.218653,27.645655,30.912764,1
877,27.316616,27.737141,30.977707,1
878,27.416033,27.820402,31.042648,1
879,27.516808,27.897398,31.107592,1
880,27.618729,27.971428,31.172535,1
881,27.721741,28.046600,31.237476,1
882,27.825802,28.126936,31.302420,1
883,27.930984,28.215403,31.367363,1
884,28.037245,28.313272,31.432306,1
885,28.144352,28.420027,31.497248,1
886,28.252232,28.533781,31.562191,1
887,28.360828,28.652010,31.627134,1
888,28.470127,28.772219,31.692076,1
889,28.580095,28.892351,31.757019,1
890,28.690521,29.010857,31.821962,1
891,28.801321,29.126566,31.886906,1
892,28.912426,29.238510,31.951847,1
893,29.023773,29.345768,32.016792,1
894,29.135275,29.447435,32.081734,1
895,29.246796,29.542677,32.146675,1
896,29.358250,29.630840,32.211620,1
897,29.469574,29.711597,32.276562,1
898,29.580692,29.785065,32.341503,1
899,29.691399,29.851820,32.406448,1
900,29.801697,29.912781,32.471390,1
901,29.911501,29.968929,32.536331,1
902,30.020761,30.020966,32.601276,1
903,30.129417,30.069029,32.666218,1
904,30.237165,30.112677,32.731163,1
905,30.344107,30.151211,32.796104,1
906,30.450220,30.184303,32.861046,1
907,30.555445,30.212738,32.925991,1
908,30.659742,30.238951,32.990932,1
909,30.762791,30.267164,33.055874,1
910,30.864729,30.302948,33.120819,1
911,30.965588,30.352386,33.185760,1
912,31.065336,30.420980,33.250702,1
913,31.163948,30.512566,33.315647,1
914,31.261147,30.628536,33.380589,1
915,31.357025,30.767471,33.445530,1
916,31.451698,30.925369,33.510475,1
917,31.545151,31.096382,33.575417,1
918,31.637381,31.273918,33.640362,1
919,31.728167,31.451744,33.705303,1
920,31.817539,31.624802,33.770245,1
921,31.905689,31.789553,33.835190,1
922,31.992609,31.943872,33.900131,1
923,32.078320,32.086716,33.965073,1
924,32.162659,32.217770,34.030018,1
925,32.245583,32.337250,34.094959,1
926,32.327332,32.445835,34.159901,1
927,32.407917,32.544682,34.224846,1
928,32.487358,32.635330,34.289787,1
929,32.565556,32.719551,34.354733,1
930,32.642403,32.799107,34.419674,1
931,32.718174,32.875523,34.484615,1
932,32.792881,32.949978,34.549561,1
933,32.866550,33.023209,34.614502,1
934,32.939133,33.095509,34.679443,1
935,33.010452,33.166702,34.744389,1
936,33.080807,33.236145,34.809330,1
937,33.150211,33.302757,34.874271,1
938,33.218689,33.365227,34.939217,1
939,33.286236,33.422295,35.004158,1
940,33.352638,33.473183,35.069099,1
941,33.418182,33.517902,35.134045,1
942,33.482883,33.557423,35.198986,1
943,33.546768,33.593578,35.263931,1
944,33.609863,33.628761,35.328873,1
945,33.671959,33.665539,35.393814,1
946,33.733315,33.706333,35.458759,1
947,33.793968,33.753254,35.523701,1
948,33.853928,33.807941,35.588642,1
949,33.913216,33.871399,35.653587,1
950,33.971703,33.943729,35.718529,1
951,34.029556,34.023861,35.783470,1
952,34.086823,34.109413,35.848415,1
953,34.143536,34.196915,35.913357,1
954,34.199715,34.282322,35.978302,1
955,34.255283,34.361801,36.043243,1
956,34.310341,34.432533,36.108185,1
957,34.364964,34.493362,36.173130,1
958,34.419170,34.545120,36.238071,1
959,34.472984,34.590485,36.303013,1
960,34.526382,34.633373,36.367958,1
961,34.579407,34.677944,36.432899,1
962,34.632141,34.727528,36.497841,1
963,34.684612,34.783813,36.562786,1
964,34.736843,34.846680,36.627728,1
965,34.788811,34.914627,36.692669,1
966,34.840576,34.985638,36.757614,1
967,34.892193,35.057972,36.822556,1
968,34.943684,35.130497,36.887501,1
969,34.995079,35.202473,36.952442,1
970,35.046402,35.272968,37.017384,1
971,35.097683,35.340378,37.082329,1
972,35.148964,35.402359,37.147270,1
973,35.200268,35.456284,37.212212,1
974,35.251629,35.500118,37.277157,1
975,35.303074,35.533222,37.342098,1
976,35.354664,35.556892,37.407040,1
977,35.406414,35.574306,37.471985,1
978,35.458347,35.589931,37.536926,1
979,35.510494,35.608585,37.601871,1
980,35.562889,35.634418,37.666813,1
981,35.615646,35.670078,37.731754,1
982,35.668739,35.716351,37.796700,1
983,35.722183,35.772209,37.861641,1
984,35.776024,35.835335,37.926582,1
985,35.830296,35.902771,37.991528,1
986,35.885178,35.971581,38.056469,1
987,35.940594,36.039291,38.121410,1
988,35.996567,36.104084,38.186356,1
989,36.053131,36.164852,38.251297,1
990,36.110329,36.221176,38.316238,1
991,36.168358,36.273308,38.381184,1
992,36.227142,36.322182,38.446125,1
993,36.286678,36.369289,38.511070,1
994,36.346996,36.416489,38.576012,1
995,36.408134,36.465660,38.640953,1
996,36.470299,36.518414,38.705898,1
997,36.533432,36.575794,38.770840,1
998,36.597469,36.638119,38.835781,1
999,36.662422,36.704857,38.900726,1
1000,36.728321,36.774441,38.965668,1
1001,36.795330,36.843494,39.030609,1
1002,36.863407,36.905254,39.095554,1
1003,36.932430,36.950508,39.160496,1
1004,37.002377,36.974857,39.225441,0
1005,37.073223,36.983654,39.225441,0
1006,37.145092,36.985668,39.160603,0
1007,37.217922,36.985954,39.095768,0
1008,37.291534,36.985977,39.030933,0
1009,37.365860,36.985977,38.966099,0
1010,37.440842,36.985977,38.901260,0
1011,37.516487,36.985977,38.836426,0
1012,37.592686,36.985977,38.771591,0
1013,37.669235,36.985977,38.706757,0
1014,37.746025,36.985977,38.641922,0
1015,37.822948,36.985977,38.577084,0
1016,37.899899,36.985977,38.512249,0
1017,37.976612,36.985977,38.447414,0
1018,38.052959,36.985977,38.382580,0
1019,38.128799,36.985977,38.317741,0
1020,38.203972,36.985977,38.252907,0
1021,38.278301,36.985977,38.188072,0
1022,38.351223,36.986015,38.123238,0
1023,38.422829,36.986542,38.058403,0
1024,38.492939,36.990448,37.993565,1
1025,38.561359,37.007977,37.928730,1
1026,38.627914,37.057396,37.863895,1
1027,38.691662,37.150631,37.799061,1
1028,38.752964,37.280277,37.734222,1
1029,38.811653,37.430626,37.669388,1
1030,38.867535,37.593372,37.604553,1
1031,38.920433,37.767735,37.539719,1
1032,38.969212,37.953831,37.474884,1
1033,39.014305,38.148899,37.410046,1
1034,39.055710,38.346752,37.345211,1
1035,39.093262,38.538876,37.280376,1
1036,39.126801,38.716179,37.215542,1
1037,39.155140,38.870686,37.150703,1
1038,39.178661,38.996853,37.085869,1
1039,39.197609,39.092190,37.021034,1
1040,39.211872,39.157166,36.956200,1
1041,39.221329,39.194546,36.891365,1
1042,39.224918,39.208397,36.826527,0
1043,39.222813,39.203239,36.761692,-1
1044,39.215584,39.183441,36.696857,-1
1045,39.203175,39.152996,36.632023,-1
1046,39.185543,39.115520,36.567184,-1
1047,39.161846,39.074238,36.502350,-1
1048,39.131992,39.031822,36.437515,-1
1049,39.096870,38.990063,36.372681,-1
1050,39.056496,38.949512,36.307846,-1
1051,39.010895,38.909279,36.243008,-1
1052,38.959538,38.867134,36.178173,-1
1053,38.902035,38.820011,36.113338,-1
1054,38.839542,38.764706,36.048504,-1
1055,38.772144,38.698689,35.983665,-1
1056,38.699936,38.620789,35.918831,-1
1057,38.622688,38.531479,35.853996,-1
1058,38.539803,38.432823,35.789162,-1
1059,38.452576,38.327961,35.724327,-1
1060,38.361134,38.220325,35.659489,-1
1061,38.265633,38.112755,35.594654,-1
1062,38.166092,38.006752,35.529819,-1
1063,38.061821,37.902180,35.464985,-1
1064,37.954121,37.797504,35.400146,-1
1065,37.843147,37.690586,35.335312,-1
1066,37.729057,37.579735,35.270477,-1
1067,37.612053,37.464500,35.205643,-1
1068,37.491520,37.345943,35.140808,-1
1069,37.368572,37.226131,35.075970,-1
1070,37.243385,37.107109,35.011135,-1
1071,37.116112,36.989861,34.946301,-1
1072,36.986961,36.873768,34.881466,-1
1073,36.855698,36.756763,34.816631,-1
1074,36.722958,36.636154,34.751793,-1
1075,36.588997,36.509544,34.686958,-1
1076,36.453941,36.375542,34.622124,-1
1077,36.317986,36.233913,34.557289,-1
1078,36.181149,36.085258,34.492451,-1
1079,36.043758,35.930580,34.427616,-1
1080,35.906044,35.770962,34.362782,-1
1081,35.768101,35.607559,34.297947,-1
1082,35.630104,35.441750,34.233112,-1
1083,35.492218,35.275181,34.168274,-1
1084,35.354622,35.109573,34.103439,-1
1085,35.217445,34.946262,34.038605,-1
1086,35.080780,34.785648,33.973770,-1
1087,34.944717,34.626945,33.908932,-1
1088,34.809532,34.468365,33.844097,-1
1089,34.675373,34.307747,33.779263,-1
1090,34.542225,34.143475,33.714428,-1
1091,34.410168,33.975178,33.649593,-1
1092,34.279263,33.804085,33.584755,-1
1093,34.149792,33.632698,33.519920,-1
1094,34.021954,33.463928,33.455086,-1
1095,33.895592,33.299858,33.390251,-1
1096,33.770756,33.140499,33.325413,-1
1097,33.647480,32.983013,33.260578,-1
1098,33.526012,32.821636,33.195744,-1
1099,33.406689,32.648567,33.130909,-1
1100,33.289173,32.455849,33.066074,-1
1101,33.173515,32.237930,33.001236,-1
1102,33.059727,31.994333,32.936401,-1
1103,32.947968,31.731577,32.871567,-1
1104,32.838757,31.463423,32.806732,-1
1105,32.731564,31.208809,32.741894,-1
1106,32.626431,30.987600,32.677059,-1
1107,32.523365,30.815220,32.612225,-1
1108,32.422394,30.697847,32.547390,-1
1109,32.324219,30.629990,32.482555,-1
1110,32.228153,30.595440,32.417717,-1
1111,32.134220,30.571623,32.352882,-1
1112,32.042404,30.535942,32.288048,-1
1113,31.952709,30.472197,32.223213,-1
