frame_number,label_m,triangle_m,inward_to_return_m,return_to_inward_m
478,-0.100000,5.065537,nan,12.573166
479,-0.100000,5.130480,nan,12.573166
480,-0.100000,5.195422,nan,12.573166
481,-0.100000,5.260365,nan,12.573166
482,-0.100000,5.325308,nan,12.573166
483,-0.100000,5.390251,nan,12.573166
484,-0.100000,5.455194,nan,12.573166
485,-0.100000,5.520136,nan,12.573166
486,-0.100000,5.585079,nan,12.573166
487,-0.100000,5.650022,nan,12.573166
488,-0.100000,5.714965,nan,12.573166
489,-0.100000,5.779907,nan,12.573166
490,-0.100000,5.844850,nan,12.573166
491,-0.100000,5.909793,nan,12.573166
492,-0.100000,5.974736,nan,12.573166
493,-0.100000,6.039679,nan,12.573166
494,-0.100000,6.104621,nan,12.573166
495,-0.100000,6.169564,nan,12.573166
496,-0.100000,6.234507,nan,12.573166
497,-0.100000,6.299449,nan,12.573166
498,-0.100000,6.364392,nan,12.573166
499,-0.100000,6.429335,nan,12.573166
500,-0.100000,6.494278,nan,12.573166
501,-0.100000,6.559221,nan,12.573166
502,-0.100000,6.624164,nan,12.573166
503,-0.100000,6.689106,nan,12.573166
504,-0.100000,6.754049,nan,12.573166
505,-0.100000,6.818992,nan,12.573166
506,-0.100000,6.883934,nan,12.573166
507,-0.100000,6.948877,nan,12.573166
508,-0.100000,7.013820,nan,12.573166
509,-0.100000,7.078763,nan,12.573166
510,-0.100000,7.143706,nan,12.573166
511,-0.100000,7.208649,nan,12.573166
512,-0.100000,7.273592,nan,12.573166
513,-0.100000,7.338534,nan,12.573166
514,-0.100000,7.403477,nan,12.573166
515,-0.100000,7.468420,nan,12.573166
516,-0.100000,7.533362,nan,12.573166
517,-0.100000,7.598305,nan,12.573166
518,-0.100000,7.663248,nan,12.573166
519,-0.100000,7.728191,nan,12.573166
520,-0.100000,7.793134,nan,12.573166
521,-0.100000,7.858077,nan,12.573166
522,-0.100000,7.923019,nan,12.573166
523,-0.100000,7.987962,nan,12.573166
524,-0.100000,8.052905,nan,12.573166
525,-0.100000,8.117847,nan,12.573166
526,-0.100000,8.182791,nan,12.573166
527,-0.100000,8.247733,nan,12.573166
528,-0.100000,8.312675,nan,12.573166
529,-0.100000,8.377619,nan,12.573166
530,-0.100000,8.442561,nan,12.573166
531,-0.099994,8.507504,nan,12.573166
532,-0.099985,8.572447,nan,12.573166
533,-0.099973,8.637390,nan,12.573166
534,-0.099960,8.702332,nan,12.573166
535,-0.099942,8.767275,nan,12.573166
536,-0.099921,8.832218,nan,12.687294
537,-0.099895,8.897161,nan,12.839783
538,-0.099864,8.962104,nan,13.039492
539,-0.099828,9.027046,nan,13.300933
540,-0.099786,9.091990,nan,13.637035
541,-0.099734,9.156932,nan,14.055422
542,-0.099670,9.221875,nan,14.555647
543,-0.099591,9.286818,nan,15.128005
544,-0.099499,9.351760,nan,15.754887
545,-0.099386,9.416703,nan,16.414837
546,-0.099249,9.481646,nan,17.086544
547,-0.099085,9.546589,nan,17.752289
548,-0.098892,9.611531,nan,18.398487
549,-0.098665,9.676475,nan,19.014235
550,-0.098391,9.741417,nan,19.588942
551,-0.098061,9.806360,nan,20.111853
552,-0.097680,9.871303,nan,20.574091
553,-0.097236,9.936245,nan,20.973560
554,-0.096717,10.001188,nan,21.319487
555,-0.096113,10.066131,nan,21.634321
556,-0.095393,10.131074,nan,21.950899
557,-0.094565,10.196016,nan,22.305248
558,-0.093616,10.260960,nan,22.727720
559,-0.092531,10.325902,nan,23.235474
560,-0.091286,10.390844,nan,23.829060
561,-0.089811,10.455788,nan,24.493258
562,-0.088133,10.520730,nan,25.201042
563,-0.086232,10.585673,nan,25.918707
564,-0.084085,10.650616,nan,26.029396
565,-0.081671,10.715559,nan,26.029396
566,-0.078846,10.780501,nan,26.029396
567,-0.075670,10.845445,nan,26.029396
568,-0.072112,10.910387,nan,26.029396
569,-0.068140,10.975329,nan,26.029396
570,-0.063718,11.040273,nan,26.029396
571,-0.058654,11.105215,nan,26.029396
572,-0.052998,11.170158,nan,26.029396
573,-0.046731,11.235101,nan,26.029396
574,-0.039807,11.300044,nan,26.029396
575,-0.032179,11.364986,nan,26.029396
576,-0.023593,11.429930,nan,26.029396
577,-0.014081,11.494872,nan,26.029396
578,-0.003652,11.559814,nan,26.029396
579,0.007753,11.624758,nan,26.029396
580,0.020196,11.689700,nan,26.029396
581,0.033992,11.754643,nan,26.029396
582,0.049150,11.819586,nan,26.029396
583,0.065608,11.884529,nan,26.029396
584,0.083437,11.949471,nan,26.029396
585,0.102713,12.014414,nan,26.029396
586,0.123774,12.079357,nan,26.029396
587,0.146742,12.144300,nan,26.029396
588,0.171452,12.209243,nan,26.029396
589,0.197983,12.274185,nan,26.029396
590,0.226417,12.339128,nan,26.029396
591,0.257096,12.404071,nan,26.029396
592,0.290309,12.469014,nan,26.029396
593,0.325741,12.533957,nan,26.029396
594,0.363476,12.598899,nan,26.029396
595,0.403593,12.663842,nan,26.029396
596,0.446392,12.728785,nan,26.029396
597,0.492400,12.793728,nan,26.029396
598,0.541110,12.858670,nan,26.029396
599,0.592596,12.923614,nan,26.029396
600,0.646933,12.988556,nan,26.029396
601,0.704330,13.053499,nan,26.029396
602,0.765598,13.118442,nan,26.029396
603,0.829999,13.183384,nan,26.029396
604,0.897598,13.248327,nan,26.029396
605,0.968453,13.313270,nan,26.029396
606,1.042644,13.378213,nan,26.029396
607,1.121304,13.443155,nan,26.029396
608,1.203437,13.508099,nan,26.029396
609,1.289090,13.573041,nan,26.029396
610,1.378299,13.637984,nan,26.029396
611,1.471107,13.702927,nan,26.029396
612,1.568594,13.767869,nan,26.029396
613,1.669890,13.832812,nan,26.029396
614,1.774884,13.897755,nan,26.029396
615,1.883595,13.962698,nan,26.029396
616,1.996027,14.027640,nan,26.029396
617,2.113110,14.092584,nan,26.029396
618,2.234191,14.157526,nan,26.029396
619,2.358988,14.222468,nan,26.029396
620,2.487481,14.287412,nan,26.387333
621,2.619659,14.352354,nan,26.788883
622,2.756240,14.417297,nan,27.086536
623,2.896829,14.482240,nan,27.285269
624,3.040979,14.547183,nan,27.291443
625,3.188640,14.612125,nan,27.291443
626,3.339773,14.677069,nan,27.291443
627,3.494880,14.742011,nan,27.291443
628,3.653821,14.806953,nan,27.291443
629,3.816007,14.871897,nan,27.291443
630,3.981379,14.936839,nan,27.291443
631,4.149862,15.001782,nan,27.291443
632,4.321775,15.066725,nan,27.291443
633,4.497166,15.131668,nan,27.291443
634,4.675378,15.196610,nan,27.291443
635,4.856332,15.261554,nan,27.291443
636,5.039951,15.326496,nan,27.339111
637,5.226356,15.391438,nan,27.437153
638,5.415753,15.456382,nan,27.522829
639,5.607461,15.521324,nan,27.585894
640,5.801394,15.586267,nan,27.624819
641,5.997435,15.651210,nan,27.646467
642,6.195610,15.716153,nan,27.663671
643,6.396152,15.781096,nan,27.691341
644,6.598427,15.846038,nan,27.742920
645,6.802325,15.910981,nan,27.827511
646,7.007739,15.975924,nan,27.947994
647,7.214579,16.040867,nan,28.101059
648,7.423029,16.105810,nan,28.278227
649,7.632539,16.170752,nan,28.468479
650,7.843009,16.235695,nan,28.661015
651,8.054291,16.300638,nan,28.847767
652,8.266273,16.365582,nan,29.024643
653,8.478894,16.430523,nan,29.191235
654,8.691838,16.495466,nan,29.349781
655,8.904949,16.560410,nan,29.504150
656,9.118071,16.625351,nan,29.659195
657,9.331075,16.690294,nan,29.820223
658,9.543648,16.755238,nan,29.992382
659,9.755634,16.820181,nan,30.178972
660,9.966901,16.885122,nan,30.379831
661,10.177272,16.950066,nan,30.589823
662,10.386588,17.015009,nan,30.799318
663,10.594395,17.079950,nan,30.996372
664,10.800540,17.144894,nan,31.169867
665,11.005009,17.209837,nan,31.312355
666,11.207618,17.274780,nan,31.421354
667,11.408231,17.339722,nan,31.499079
668,11.606262,17.404665,nan,31.550718
669,11.801499,17.469608,nan,31.582457
670,11.994122,17.534550,nan,31.599974
671,12.183984,17.599493,nan,31.607786
672,12.370945,17.664436,nan,31.608835
673,12.554433,17.729380,nan,31.608835
674,12.734064,17.794321,nan,31.608835
675,12.910296,17.859264,nan,31.615665
676,13.083024,17.924208,nan,31.635223
677,13.252147,17.989151,nan,31.672825
678,13.417210,18.054092,nan,31.731979
679,13.577578,18.119036,nan,31.813051
680,13.734050,18.183979,nan,31.913008
681,13.886553,18.248920,nan,32.026123
682,14.035051,18.313864,nan,32.145519
683,14.179284,18.378807,nan,32.265068
684,14.318390,18.443750,nan,32.381035
685,14.453440,18.508692,nan,32.492844
686,14.584439,18.573635,nan,32.602798
687,14.711416,18.638578,nan,32.714890
688,14.834333,18.703520,nan,32.833176
689,14.952146,18.768463,nan,32.960426
690,15.066135,18.833406,nan,33.097546
691,15.176369,18.898350,nan,33.243595
692,15.282928,18.963291,nan,33.396313
693,15.385916,19.028234,nan,33.552887
694,15.484445,19.093178,nan,33.710278
695,15.579642,19.158119,nan,33.865612
696,15.671695,19.223063,nan,34.016087
697,15.760741,19.288006,nan,34.159096
698,15.846910,19.352949,nan,34.292213
699,15.929691,19.417891,nan,34.391781
700,16.009840,19.482834,nan,34.391781
701,16.087677,19.547777,nan,34.391781
702,16.163347,19.612720,nan,34.391781
703,16.237005,19.677662,nan,34.391781
704,16.308432,19.742605,nan,34.391781
705,16.378101,19.807549,nan,34.391781
706,16.446348,19.872490,nan,34.391781
707,16.513311,19.937433,nan,34.391781
708,16.579140,20.002377,nan,34.391781
709,16.643827,20.067320,nan,34.391781
710,16.707645,20.132261,nan,34.391781
711,16.770857,20.197205,nan,34.391781
712,16.833582,20.262148,nan,34.391781
713,16.895945,20.327089,nan,34.391781
714,16.958050,20.392033,nan,34.391781
715,17.020071,20.456976,nan,34.391781
716,17.082140,20.521919,nan,34.391781
717,17.144337,20.586861,nan,34.391781
718,17.206762,20.651804,nan,34.391781
719,17.269524,20.716747,nan,34.391781
720,17.332781,20.781689,nan,34.391781
721,17.396523,20.846632,nan,34.391781
722,17.460789,20.911575,nan,34.391781
723,17.525631,20.976519,nan,34.391781
724,17.591127,21.041460,nan,34.391781
725,17.657454,21.106403,nan,34.391781
726,17.724468,21.171347,nan,34.391781
727,17.792185,21.236290,nan,34.391781
728,17.860615,21.301231,nan,34.391781
729,17.929781,21.366175,nan,34.391781
730,17.999874,21.431118,nan,34.391781
731,18.070671,21.496059,nan,34.391781
732,18.142157,21.561003,nan,34.391781
733,18.214321,21.625946,nan,34.391781
734,18.287138,21.690889,nan,34.391781
735,18.360762,21.755831,nan,34.391781
736,18.434980,21.820774,nan,34.391781
737,18.509748,21.885717,nan,34.391781
738,18.585037,21.950659,nan,34.391781
739,18.660803,22.015602,nan,34.391781
740,18.737122,22.080545,nan,34.391781
741,18.813833,22.145489,nan,34.391781
742,18.890879,22.210430,nan,34.391781
743,18.968214,22.275373,nan,34.391781
744,19.045809,22.340317,nan,34.391781
745,19.123644,22.405258,nan,34.391781
746,19.201632,22.470201,nan,34.391781
747,19.279699,22.535145,nan,34.391781
748,19.357815,22.600088,nan,34.391781
749,19.435936,22.665030,nan,34.391781
750,19.513998,22.729973,nan,34.391781
751,19.591946,22.794916,nan,34.391781
752,19.669741,22.859859,nan,34.391781
753,19.747345,22.924801,nan,34.391781
754,19.824722,22.989744,nan,34.391781
755,19.901783,23.054688,nan,34.391781
756,19.978462,23.119629,nan,34.391781
757,20.054771,23.184572,nan,34.391781
758,20.130678,23.249516,nan,34.391781
759,20.206152,23.314459,nan,34.391781
760,20.281101,23.379400,nan,34.391781
761,20.355434,23.444344,nan,34.391781
762,20.429220,23.509287,nan,34.391781
763,20.502432,23.574228,nan,34.391781
764,20.575047,23.639172,nan,34.391781
765,20.646996,23.704115,nan,34.391781
766,20.718138,23.769058,nan,34.391781
767,20.788607,23.834000,nan,34.391781
768,20.858385,23.898943,nan,34.391781
769,20.927462,23.963886,nan,34.391781
770,20.995802,24.028828,nan,34.391781
771,21.063204,24.093771,nan,34.391781
772,21.129864,24.158714,nan,34.391781
773,21.195780,24.223658,nan,34.391781
774,21.260954,24.288599,nan,34.391781
775,21.325380,24.353542,nan,34.391781
776,21.388838,24.418486,nan,34.391781
777,21.451546,24.483429,nan,34.391781
778,21.513527,24.548370,nan,34.391781
779,21.574789,24.613314,nan,34.391781
780,21.635336,24.678257,nan,34.391781
781,21.694990,24.743198,nan,34.391781
782,21.753939,24.808142,nan,34.391781
783,21.812223,24.873085,nan,34.391781
784,21.869865,24.938028,nan,34.391781
785,21.926876,25.002970,nan,34.391781
786,21.983139,25.067913,nan,34.391781
787,22.038778,25.132856,nan,34.391781
788,22.093861,25.197798,nan,34.391781
789,22.148413,25.262741,nan,34.391781
790,22.202446,25.327684,nan,34.391781
791,22.255898,25.392628,nan,34.391781
792,22.308842,25.457569,nan,34.391781
793,22.361351,25.522512,nan,34.391781
794,22.413448,25.587456,nan,34.391781
795,22.465149,25.652399,nan,34.391781
796,22.516428,25.717340,nan,34.391781
797,22.567305,25.782284,nan,34.391781
798,22.617861,25.847227,nan,34.391781
799,22.668119,25.912169,nan,34.391781
800,22.718086,25.977112,nan,34.391781
801,22.767750,26.042055,nan,34.391781
802,22.817114,26.106998,nan,34.391781
803,22.866240,26.171940,nan,34.391781
804,22.915146,26.236883,nan,34.391781
805,22.963837,26.301826,nan,34.391781
806,23.012306,26.366768,nan,34.391781
807,23.060537,26.431711,nan,34.391781
808,23.108585,26.496655,nan,34.391781
809,23.156464,26.561598,nan,34.391781
810,23.204174,26.626539,nan,34.391781
811,23.251715,26.691483,nan,34.391781
812,23.299068,26.756426,nan,34.391781
813,23.346272,26.821367,nan,34.391781
814,23.393345,26.886311,nan,34.391781
815,23.440294,26.951254,nan,34.391781
816,23.487123,27.016197,nan,34.391781
817,23.533813,27.081139,nan,34.391781
818,23.580414,27.146082,nan,34.391781
819,23.626932,27.211025,nan,34.391781
820,23.673376,27.275969,nan,34.391781
821,23.719765,27.340910,nan,34.391781
822,23.766109,27.405853,nan,34.391781
823,23.812437,27.470797,nan,34.391781
824,23.858767,27.535738,nan,34.391781
825,23.905123,27.600681,nan,34.391781
826,23.951519,27.665625,nan,34.391781
827,23.998009,27.730568,nan,34.391781
828,24.044609,27.795509,nan,34.391781
829,24.091351,27.860453,nan,34.391781
830,24.138258,27.925396,nan,34.391781
831,24.185358,27.990337,nan,34.391781
832,24.232742,28.055281,nan,34.391781
833,24.280439,28.120224,nan,34.391781
834,24.328459,28.185167,nan,34.391781
835,24.376839,28.250109,nan,34.391781
836,24.425608,28.315052,nan,34.391781
837,24.474884,28.379995,nan,34.391781
838,24.524734,28.444937,nan,34.391781
839,24.575123,28.509880,nan,34.391781
840,24.626095,28.574823,nan,34.391781
841,24.677687,28.639767,nan,34.391781
842,24.730028,28.704708,nan,34.391781
843,24.783237,28.769651,nan,34.391781
844,24.837221,28.834595,nan,34.391781
845,24.892017,28.899538,nan,34.391781
846,24.947666,28.964479,nan,34.391781
847,25.004290,29.029423,nan,34.391781
848,25.062090,29.094366,nan,34.391781
849,25.120890,29.159307,nan,34.391781
850,25.180723,29.224251,nan,34.391781
851,25.241629,29.289194,nan,34.391781
852,25.303688,29.354137,nan,34.391781
853,25.367218,29.419079,nan,34.391781
854,25.431942,29.484022,nan,34.391781
855,25.497890,29.548965,nan,34.391781
856,25.565088,29.613907,nan,34.391781
857,25.633570,29.678850,nan,34.391781
858,25.703770,29.743793,nan,34.391781
859,25.775311,29.808737,nan,34.391781
860,25.848215,29.873678,nan,34.391781
861,25.922493,29.938622,nan,34.391781
862,25.998158,30.003565,nan,34.391781
863,26.075640,30.068506,nan,34.391781
864,26.154593,30.133450,nan,34.391781
865,26.234978,30.198393,nan,34.391781
866,26.316799,30.263336,nan,34.391781
867,26.400053,30.328278,nan,34.391781
868,26.485111,30.393221,nan,34.391781
869,26.571707,30.458164,nan,34.391781
870,26.659733,30.523108,nan,34.391781
871,26.749172,30.588049,nan,34.391781
872,26.840021,30.652992,nan,34.391781
873,26.932549,30.717936,nan,34.391781
874,27.026592,30.782877,nan,34.391781
875,27.121969,30.847820,nan,34.391781
876,27.218653,30.912764,nan,34.391781
877,27.316616,30.977707,nan,34.391781
878,27.416033,31.042648,nan,34.391781
879,27.516808,31.107592,nan,34.391781
880,27.618729,31.172535,nan,34.391781
881,27.721741,31.237476,nan,34.391781
882,27.825802,31.302420,nan,34.391781
883,27.930984,31.367363,nan,34.391781
884,28.037245,31.432306,nan,34.391781
885,28.144352,31.497248,nan,34.391781
886,28.252232,31.562191,nan,34.391781
887,28.360828,31.627134,nan,34.391781
888,28.470127,31.692076,nan,34.391781
889,28.580095,31.757019,nan,34.391781
890,28.690521,31.821962,nan,34.391781
891,28.801321,31.886906,nan,34.391781
892,28.912426,31.951847,nan,34.391781
893,29.023773,32.016792,nan,34.391781
894,29.135275,32.081734,nan,34.391781
895,29.246796,32.146675,nan,34.391781
896,29.358250,32.211620,nan,34.391781
897,29.469574,32.276562,nan,34.391781
898,29.580692,32.341503,nan,34.391781
899,29.691399,32.406448,nan,34.391781
900,29.801697,32.471390,nan,34.391781
901,29.911501,32.536331,nan,34.391781
902,30.020761,32.601276,nan,34.391781
903,30.129417,32.666218,nan,34.391781
904,30.237165,32.731163,nan,34.391781
905,30.344107,32.796104,nan,34.391781
906,30.450220,32.861046,nan,34.391781
907,30.555445,32.925991,nan,34.391781
908,30.659742,32.990932,nan,34.391781
909,30.762791,33.055874,nan,34.391781
910,30.864729,33.120819,nan,34.391781
911,30.965588,33.185760,nan,34.391781
912,31.065336,33.250702,nan,34.391781
913,31.163948,33.315647,nan,34.391781
914,31.261147,33.380589,nan,34.391781
915,31.357025,33.445530,nan,34.391781
916,31.451698,33.510475,nan,34.391781
917,31.545151,33.575417,nan,34.391781
918,31.637381,33.640362,nan,34.391781
919,31.728167,33.705303,nan,34.391781
920,31.817539,33.770245,nan,34.391781
921,31.905689,33.835190,nan,34.391781
922,31.992609,33.900131,nan,34.391781
923,32.078320,33.965073,nan,34.391781
924,32.162659,34.030018,nan,34.391781
925,32.245583,34.094959,nan,34.391781
926,32.327332,34.159901,nan,34.515213
927,32.407917,34.224846,nan,34.699932
928,32.487358,34.289787,nan,34.869526
929,32.565556,34.354733,nan,34.903114
930,32.642403,34.419674,nan,34.903114
931,32.718174,34.484615,nan,34.903114
932,32.792881,34.549561,nan,34.903114
933,32.866550,34.614502,nan,34.903114
934,32.939133,34.679443,nan,34.903114
935,33.010452,34.744389,nan,34.903114
936,33.080807,34.809330,nan,34.903114
937,33.150211,34.874271,nan,34.903114
938,33.218689,34.939217,nan,34.903114
939,33.286236,35.004158,nan,34.903114
940,33.352638,35.069099,nan,34.903114
941,33.418182,35.134045,nan,34.903114
942,33.482883,35.198986,nan,34.903114
943,33.546768,35.263931,nan,34.903114
944,33.609863,35.328873,nan,34.903114
945,33.671959,35.393814,nan,34.903114
946,33.733315,35.458759,nan,34.903114
947,33.793968,35.523701,nan,34.903114
948,33.853928,35.588642,nan,34.903114
949,33.913216,35.653587,nan,34.903114
950,33.971703,35.718529,nan,34.903114
951,34.029556,35.783470,nan,34.903114
952,34.086823,35.848415,nan,34.903114
953,34.143536,35.913357,nan,34.903114
954,34.199715,35.978302,nan,34.903114
955,34.255283,36.043243,nan,34.903114
956,34.310341,36.108185,nan,34.903114
957,34.364964,36.173130,nan,34.903114
958,34.419170,36.238071,nan,34.903114
959,34.472984,36.303013,nan,34.903114
960,34.526382,36.367958,nan,34.903114
961,34.579407,36.432899,nan,34.903114
962,34.632141,36.497841,nan,34.903114
963,34.684612,36.562786,nan,34.903114
964,34.736843,36.627728,nan,34.903114
965,34.788811,36.692669,nan,34.903114
966,34.840576,36.757614,nan,34.903114
967,34.892193,36.822556,nan,34.903114
968,34.943684,36.887501,nan,34.903114
969,34.995079,36.952442,nan,34.903114
970,35.046402,37.017384,nan,34.903114
971,35.097683,37.082329,nan,34.903114
972,35.148964,37.147270,nan,34.903114
973,35.200268,37.212212,nan,34.903114
974,35.251629,37.277157,nan,34.903114
975,35.303074,37.342098,nan,34.903114
976,35.354664,37.407040,nan,34.903114
977,35.406414,37.471985,nan,34.903114
978,35.458347,37.536926,nan,34.903114
979,35.510494,37.601871,nan,34.903114
980,35.562889,37.666813,nan,34.903114
981,35.615646,37.731754,nan,34.903114
982,35.668739,37.796700,nan,34.903114
983,35.722183,37.861641,nan,34.903114
984,35.776024,37.926582,nan,34.903114
985,35.830296,37.991528,nan,34.903114
986,35.885178,38.056469,nan,34.903114
987,35.940594,38.121410,nan,34.903114
988,35.996567,38.186356,nan,34.903114
989,36.053131,38.251297,nan,34.903114
990,36.110329,38.316238,nan,34.903114
991,36.168358,38.381184,nan,34.903114
992,36.227142,38.446125,nan,34.903114
993,36.286678,38.511070,nan,34.903114
994,36.346996,38.576012,nan,34.903114
995,36.408134,38.640953,nan,34.903114
996,36.470299,38.705898,nan,34.903114
997,36.533432,38.770840,nan,34.903114
998,36.597469,38.835781,nan,34.903114
999,36.662422,38.900726,nan,34.903114
1000,36.728321,38.965668,nan,34.903114
1001,36.795330,39.030609,nan,34.903114
1002,36.863407,39.095554,nan,34.903114
1003,36.932430,39.160496,nan,34.903114
1004,37.002377,39.225441,nan,34.903114
1005,37.073223,39.225441,nan,34.903114
1006,37.145092,39.160603,nan,34.903114
1007,37.217922,39.095768,nan,34.903114
1008,37.291534,39.030933,nan,34.903114
1009,37.365860,38.966099,nan,34.903114
1010,37.440842,38.901260,nan,34.903114
1011,37.516487,38.836426,nan,34.903114
1012,37.592686,38.771591,nan,34.903114
1013,37.669235,38.706757,nan,34.903114
1014,37.746025,38.641922,nan,34.903114
1015,37.822948,38.577084,nan,34.903114
1016,37.899899,38.512249,nan,34.903114
1017,37.976612,38.447414,nan,34.903114
1018,38.052959,38.382580,nan,34.903114
1019,38.128799,38.317741,nan,34.903114
1020,38.203972,38.252907,nan,34.903114
1021,38.278301,38.188072,nan,34.903114
1022,38.351223,38.123238,nan,34.903114
1023,38.422829,38.058403,nan,34.903114
1024,38.492939,37.993565,nan,34.903114
1025,38.561359,37.928730,nan,34.903114
1026,38.627914,37.863895,nan,34.903114
1027,38.691662,37.799061,nan,34.903114
1028,38.752964,37.734222,nan,34.903114
1029,38.811653,37.669388,nan,35.247074
1030,38.867535,37.604553,nan,35.832222
1031,38.920433,37.539719,nan,36.349350
1032,38.969212,37.474884,nan,36.798420
1033,39.014305,37.410046,nan,37.185276
1034,39.055710,37.345211,nan,37.517570
1035,39.093262,37.280376,nan,37.802052
1036,39.126801,37.215542,nan,38.044205
1037,39.155140,37.150703,nan,38.248104
1038,39.178661,37.085869,nan,38.416500
1039,39.197609,37.021034,nan,38.551411
1040,39.211872,36.956200,nan,38.653450
1041,39.221329,36.891365,nan,38.722252
1042,39.224918,36.826527,37.823681,38.756977
1043,39.222813,36.761692,37.710403,nan
1044,39.215584,36.696857,37.505783,nan
1045,39.203175,36.632023,37.246685,nan
1046,39.185543,36.567184,36.973236,nan
1047,39.161846,36.502350,36.716450,nan
1048,39.131992,36.437515,36.489498,nan
1049,39.096870,36.372681,36.286148,nan
1050,39.056496,36.307846,36.086285,nan
1051,39.010895,36.243008,35.865456,nan
1052,38.959538,36.178173,35.604633,nan
1053,38.902035,36.113338,35.296349,nan
1054,38.839542,36.048504,34.946316,nan
1055,38.772144,35.983665,34.570545,nan
1056,38.699936,35.918831,34.189674,nan
1057,38.622688,35.853996,33.822353,nan
1058,38.539803,35.789162,33.480537,nan
1059,38.452576,35.724327,33.168457,nan
1060,38.361134,35.659489,32.885151,nan
1061,38.265633,35.594654,32.627708,nan
1062,38.166092,35.529819,32.392944,nan
1063,38.061821,35.464985,32.176960,nan
1064,37.954121,35.400146,31.973639,nan
1065,37.843147,35.335312,31.775187,nan
1066,37.729057,35.270477,31.575356,nan
1067,37.612053,35.205643,31.373928,nan
1068,37.491520,35.140808,31.179588,nan
1069,37.368572,35.075970,31.008518,nan
1070,37.243385,35.011135,30.878407,nan
1071,37.116112,34.946301,30.811956,nan
1072,36.986961,34.881466,30.811956,nan
1073,36.855698,34.816631,30.811956,nan
1074,36.722958,34.751793,30.811956,nan
1075,36.588997,34.686958,30.811956,nan
1076,36.453941,34.622124,30.811956,nan
1077,36.317986,34.557289,30.809807,nan
1078,36.181149,34.492451,30.732349,nan
1079,36.043758,34.427616,30.610079,nan
1080,35.906044,34.362782,30.444086,nan
1081,35.768101,34.297947,30.240891,nan
1082,35.630104,34.233112,30.014832,nan
