frame_number,label_m,triangle_m,inward_to_return_m,return_to_inward_m
522,-0.100000,7.923019,nan,1.104332
523,-0.100000,7.987962,nan,1.126249
524,-0.100000,8.052905,nan,1.149612
525,-0.100000,8.117847,nan,1.174143
526,-0.100000,8.182791,nan,1.199863
527,-0.100000,8.247733,nan,1.226807
528,-0.100000,8.312675,nan,1.254995
529,-0.100000,8.377619,nan,1.284840
530,-0.100000,8.442561,nan,1.316016
531,-0.099994,8.507504,nan,1.348501
532,-0.099985,8.572447,nan,1.382313
533,-0.099973,8.637390,nan,1.417453
534,-0.099960,8.702332,nan,1.454280
535,-0.099942,8.767275,nan,1.492530
536,-0.099921,8.832218,nan,1.532107
537,-0.099895,8.897161,nan,1.573013
538,-0.099864,8.962104,nan,1.615244
539,-0.099828,9.027046,nan,1.659072
540,-0.099786,9.091990,nan,1.704331
541,-0.099734,9.156932,nan,1.750859
542,-0.099670,9.221875,nan,1.798648
543,-0.099591,9.286818,nan,1.847690
544,-0.099499,9.351760,nan,1.898174
545,-0.099386,9.416703,nan,1.950005
546,-0.099249,9.481646,nan,2.003002
547,-0.099085,9.546589,nan,2.057139
548,-0.098892,9.611531,nan,2.112399
549,-0.098665,9.676475,nan,2.168900
550,-0.098391,9.741417,nan,2.226652
551,-0.098061,9.806360,nan,2.285429
552,-0.097680,9.871303,nan,2.345203
553,-0.097236,9.936245,nan,2.405956
554,-0.096717,10.001188,nan,2.467745
555,-0.096113,10.066131,nan,2.530639
556,-0.095393,10.131074,nan,2.594403
557,-0.094565,10.196016,nan,2.659005
558,-0.093616,10.260960,nan,2.724425
559,-0.092531,10.325902,nan,2.790701
560,-0.091286,10.390844,nan,2.857931
561,-0.089811,10.455788,nan,2.925895
562,-0.088133,10.520730,nan,2.994562
563,-0.086232,10.585673,nan,3.063920
564,-0.084085,10.650616,nan,3.133979
565,-0.081671,10.715559,nan,3.204865
566,-0.078846,10.780501,nan,3.276371
567,-0.075670,10.845445,nan,3.348476
568,-0.072112,10.910387,nan,3.421174
569,-0.068140,10.975329,nan,3.494456
570,-0.063718,11.040273,nan,3.568475
571,-0.058654,11.105215,nan,3.643045
572,-0.052998,11.170158,nan,3.718165
573,-0.046731,11.235101,nan,3.793816
574,-0.039807,11.300044,nan,3.870003
575,-0.032179,11.364986,nan,3.946862
576,-0.023593,11.429930,nan,4.024268
577,-0.014081,11.494872,nan,4.102205
578,-0.003652,11.559814,nan,4.180661
579,0.007753,11.624758,nan,4.259650
580,0.020196,11.689700,nan,4.339290
581,0.033992,11.754643,nan,4.419511
582,0.049150,11.819586,nan,4.500281
583,0.065608,11.884529,nan,4.500281
584,0.083437,11.949471,nan,4.581594
585,0.102713,12.014414,nan,4.663465
586,0.123774,12.079357,nan,4.746022
587,0.146742,12.144300,nan,4.829224
588,0.171452,12.209243,nan,4.913025
589,0.197983,12.274185,nan,4.997426
590,0.226417,12.339128,nan,5.082444
591,0.257096,12.404071,nan,5.168206
592,0.290309,12.469014,nan,5.254721
593,0.325741,12.533957,nan,5.341909
594,0.363476,12.598899,nan,5.429794
595,0.403593,12.663842,nan,5.518380
596,0.446392,12.728785,nan,5.607787
597,0.492400,12.793728,nan,5.607787
598,0.541110,12.858670,nan,5.607787
599,0.592596,12.923614,nan,5.698095
600,0.646933,12.988556,nan,5.789184
601,0.704330,13.053499,nan,5.881080
602,0.765598,13.118442,nan,5.881080
603,0.829999,13.183384,nan,5.973791
604,0.897598,13.248327,nan,6.067418
605,0.968453,13.313270,nan,6.067418
606,1.042644,13.378213,nan,6.162127
607,1.121304,13.443155,nan,6.257737
608,1.203437,13.508099,nan,6.354272
609,1.289090,13.573041,nan,6.451736
610,1.378299,13.637984,nan,6.550182
611,1.471107,13.702927,nan,6.649900
612,1.568594,13.767869,nan,6.750592
613,1.669890,13.832812,nan,6.852286
614,1.774884,13.897755,nan,6.954973
615,1.883595,13.962698,nan,7.058661
616,1.996027,14.027640,nan,7.163674
617,2.113110,14.092584,nan,7.269666
618,2.234191,14.157526,nan,7.376634
619,2.358988,14.222468,nan,7.484540
620,2.487481,14.287412,nan,7.593371
621,2.619659,14.352354,nan,7.593371
622,2.756240,14.417297,nan,7.593371
623,2.896829,14.482240,nan,7.703340
624,3.040979,14.547183,nan,7.814155
625,3.188640,14.612125,nan,7.925742
626,3.339773,14.677069,nan,8.038059
627,3.494880,14.742011,nan,8.151034
628,3.653821,14.806953,nan,8.264739
629,3.816007,14.871897,nan,8.378939
630,3.981379,14.936839,nan,8.493521
631,4.149862,15.001782,nan,8.608410
632,4.321775,15.066725,nan,8.723502
633,4.497166,15.131668,nan,8.838715
634,4.675378,15.196610,nan,8.953872
635,4.856332,15.261554,nan,9.068851
636,5.039951,15.326496,nan,9.183573
637,5.226356,15.391438,nan,9.297918
638,5.415753,15.456382,nan,9.411696
639,5.607461,15.521324,nan,9.524719
640,5.801394,15.586267,nan,9.636959
641,5.997435,15.651210,nan,9.748334
642,6.195610,15.716153,nan,9.748334
643,6.396152,15.781096,nan,9.748334
644,6.598427,15.846038,nan,9.748334
645,6.802325,15.910981,nan,9.858732
646,7.007739,15.975924,nan,9.967946
647,7.214579,16.040867,nan,10.075717
648,7.423029,16.105810,nan,10.182180
649,7.632539,16.170752,nan,10.287275
650,7.843009,16.235695,nan,10.390945
651,8.054291,16.300638,nan,10.493002
652,8.266273,16.365582,nan,10.593114
653,8.478894,16.430523,nan,10.691604
654,8.691838,16.495466,nan,10.788458
655,8.904949,16.560410,nan,10.788458
656,9.118071,16.625351,nan,10.788458
657,9.331075,16.690294,nan,10.883668
658,9.543648,16.755238,nan,10.977152
659,9.755634,16.820181,nan,11.068508
660,9.966901,16.885122,nan,11.158218
661,10.177272,16.950066,nan,11.246319
662,10.386588,17.015009,nan,11.332850
663,10.594395,17.079950,nan,11.417846
664,10.800540,17.144894,nan,11.500908
665,11.005009,17.209837,nan,11.582605
666,11.207618,17.274780,nan,11.662998
667,11.408231,17.339722,nan,11.742173
668,11.606262,17.404665,nan,11.820205
669,11.801499,17.469608,nan,11.896933
670,11.994122,17.534550,nan,11.972747
671,12.183984,17.599493,nan,12.047782
672,12.370945,17.664436,nan,12.122152
673,12.554433,17.729380,nan,12.195950
674,12.734064,17.794321,nan,12.269207
675,12.910296,17.859264,nan,12.342180
676,13.083024,17.924208,nan,12.414992
677,13.252147,17.989151,nan,12.487755
678,13.417210,18.054092,nan,12.560586
679,13.577578,18.119036,nan,12.633635
680,13.734050,18.183979,nan,12.707066
681,13.886553,18.248920,nan,12.780940
682,14.035051,18.313864,nan,12.855355
683,14.179284,18.378807,nan,12.930417
684,14.318390,18.443750,nan,13.006322
685,14.453440,18.508692,nan,13.083215
686,14.584439,18.573635,nan,13.161054
687,14.711416,18.638578,nan,13.239894
688,14.834333,18.703520,nan,13.319814
689,14.952146,18.768463,nan,13.400998
690,15.066135,18.833406,nan,13.483628
691,15.176369,18.898350,nan,13.567531
692,15.282928,18.963291,nan,13.652725
693,15.385916,19.028234,nan,13.739263
694,15.484445,19.093178,nan,13.827256
695,15.579642,19.158119,nan,13.916966
696,15.671695,19.223063,nan,14.008085
697,15.760741,19.288006,nan,14.100604
698,15.846910,19.352949,nan,14.194536
699,15.929691,19.417891,nan,14.289957
700,16.009840,19.482834,nan,14.387151
701,16.087677,19.547777,nan,14.485735
702,16.163347,19.612720,nan,14.585678
703,16.237005,19.677662,nan,14.686969
704,16.308432,19.742605,nan,14.789610
705,16.378101,19.807549,nan,14.893929
706,16.446348,19.872490,nan,14.999504
707,16.513311,19.937433,nan,15.106296
708,16.579140,20.002377,nan,15.214278
709,16.643827,20.067320,nan,15.323424
710,16.707645,20.132261,nan,15.433969
711,16.770857,20.197205,nan,15.545595
712,16.833582,20.262148,nan,15.658232
713,16.895945,20.327089,nan,15.771822
714,16.958050,20.392033,nan,15.886355
715,17.020071,20.456976,nan,16.001951
716,17.082140,20.521919,nan,16.118414
717,17.144337,20.586861,nan,16.235649
718,17.206762,20.651804,nan,16.353592
719,17.269524,20.716747,nan,16.472212
720,17.332781,20.781689,nan,16.591574
721,17.396523,20.846632,nan,16.711525
722,17.460789,20.911575,nan,16.831970
723,17.525631,20.976519,nan,16.952839
724,17.591127,21.041460,nan,17.074100
725,17.657454,21.106403,nan,17.195736
726,17.724468,21.171347,nan,17.317629
727,17.792185,21.236290,nan,17.439699
728,17.860615,21.301231,nan,17.561874
729,17.929781,21.366175,nan,17.684109
730,17.999874,21.431118,nan,17.806316
731,18.070671,21.496059,nan,17.806316
732,18.142157,21.561003,nan,17.928375
733,18.214321,21.625946,nan,18.050230
734,18.287138,21.690889,nan,18.171822
735,18.360762,21.755831,nan,18.293072
736,18.434980,21.820774,nan,18.413860
737,18.509748,21.885717,nan,18.533991
738,18.585037,21.950659,nan,18.653488
739,18.660803,22.015602,nan,18.772289
740,18.737122,22.080545,nan,18.890312
741,18.813833,22.145489,nan,19.007433
742,18.890879,22.210430,nan,19.007433
743,18.968214,22.275373,nan,19.123318
744,19.045809,22.340317,nan,19.238131
745,19.123644,22.405258,nan,19.238131
746,19.201632,22.470201,nan,19.351805
747,19.279699,22.535145,nan,19.351805
748,19.357815,22.600088,nan,19.464264
749,19.435936,22.665030,nan,19.575417
750,19.513998,22.729973,nan,19.684765
751,19.591946,22.794916,nan,19.684765
752,19.669741,22.859859,nan,19.792631
753,19.747345,22.924801,nan,19.792631
754,19.824722,22.989744,nan,19.898975
755,19.901783,23.054688,nan,20.003731
756,19.978462,23.119629,nan,20.106840
757,20.054771,23.184572,nan,20.207756
758,20.130678,23.249516,nan,20.306854
759,20.206152,23.314459,nan,20.404171
760,20.281101,23.379400,nan,20.499670
761,20.355434,23.444344,nan,20.499670
762,20.429220,23.509287,nan,20.499670
763,20.502432,23.574228,nan,20.593323
764,20.575047,23.639172,nan,20.593323
765,20.646996,23.704115,nan,20.593323
766,20.718138,23.769058,nan,20.593323
767,20.788607,23.834000,nan,20.593323
768,20.858385,23.898943,nan,20.593323
769,20.927462,23.963886,nan,20.593323
770,20.995802,24.028828,nan,20.593323
771,21.063204,24.093771,nan,20.684652
772,21.129864,24.158714,nan,20.773987
773,21.195780,24.223658,nan,20.861460
774,21.260954,24.288599,nan,20.947094
775,21.325380,24.353542,nan,20.947094
776,21.388838,24.418486,nan,20.947094
777,21.451546,24.483429,nan,21.030880
778,21.513527,24.548370,nan,21.112478
779,21.574789,24.613314,nan,21.192123
780,21.635336,24.678257,nan,21.270056
781,21.694990,24.743198,nan,21.346331
782,21.753939,24.808142,nan,21.420979
783,21.812223,24.873085,nan,21.420979
784,21.869865,24.938028,nan,21.493811
785,21.926876,25.002970,nan,21.564991
786,21.983139,25.067913,nan,21.634802
787,22.038778,25.132856,nan,21.703329
788,22.093861,25.197798,nan,21.770628
789,22.148413,25.262741,nan,21.836676
790,22.202446,25.327684,nan,21.901566
791,22.255898,25.392628,nan,21.965576
792,22.308842,25.457569,nan,22.028816
793,22.361351,25.522512,nan,22.091370
794,22.413448,25.587456,nan,22.153299
795,22.465149,25.652399,nan,22.214708
796,22.516428,25.717340,nan,22.275808
797,22.567305,25.782284,nan,22.336700
798,22.617861,25.847227,nan,22.397490
799,22.668119,25.912169,nan,22.397490
800,22.718086,25.977112,nan,22.397490
801,22.767750,26.042055,nan,22.397490
802,22.817114,26.106998,nan,22.458258
803,22.866240,26.171940,nan,22.458258
804,22.915146,26.236883,nan,22.458258
805,22.963837,26.301826,nan,22.458258
806,23.012306,26.366768,nan,22.458258
807,23.060537,26.431711,nan,22.519188
808,23.108585,26.496655,nan,22.519188
809,23.156464,26.561598,nan,22.519188
810,23.204174,26.626539,nan,22.580364
811,23.251715,26.691483,nan,22.580364
812,23.299068,26.756426,nan,22.580364
813,23.346272,26.821367,nan,22.580364
814,23.393345,26.886311,nan,22.641874
815,23.440294,26.951254,nan,22.641874
816,23.487123,27.016197,nan,22.703814
817,23.533813,27.081139,nan,22.703814
818,23.580414,27.146082,nan,22.766256
819,23.626932,27.211025,nan,22.829504
820,23.673376,27.275969,nan,22.893467
821,23.719765,27.340910,nan,22.958210
822,23.766109,27.405853,nan,23.023808
823,23.812437,27.470797,nan,23.090303
824,23.858767,27.535738,nan,23.158072
825,23.905123,27.600681,nan,23.226921
826,23.951519,27.665625,nan,23.296858
827,23.998009,27.730568,nan,23.367939
828,24.044609,27.795509,nan,23.440176
829,24.091351,27.860453,nan,23.513931
830,24.138258,27.925396,nan,23.588997
831,24.185358,27.990337,nan,23.665302
832,24.232742,28.055281,nan,23.742870
833,24.280439,28.120224,nan,23.821705
834,24.328459,28.185167,nan,23.902084
835,24.376839,28.250109,nan,23.983858
836,24.425608,28.315052,nan,24.066874
837,24.474884,28.379995,nan,24.151127
838,24.524734,28.444937,nan,24.236595
839,24.575123,28.509880,nan,24.323454
840,24.626095,28.574823,nan,24.411629
841,24.677687,28.639767,nan,24.500904
842,24.730028,28.704708,nan,24.591259
843,24.783237,28.769651,nan,24.682648
844,24.837221,28.834595,nan,24.775152
845,24.892017,28.899538,nan,24.868734
846,24.947666,28.964479,nan,24.963179
847,25.004290,29.029423,nan,25.058426
848,25.062090,29.094366,nan,25.154423
849,25.120890,29.159307,nan,25.251173
850,25.180723,29.224251,nan,25.348652
851,25.241629,29.289194,nan,25.446657
852,25.303688,29.354137,nan,25.545122
853,25.367218,29.419079,nan,25.643990
854,25.431942,29.484022,nan,25.743193
855,25.497890,29.548965,nan,25.842691
856,25.565088,29.613907,nan,25.842691
857,25.633570,29.678850,nan,25.842691
858,25.703770,29.743793,nan,25.842691
859,25.775311,29.808737,nan,25.942345
860,25.848215,29.873678,nan,26.042076
861,25.922493,29.938622,nan,26.141813
862,25.998158,30.003565,nan,26.241505
863,26.075640,30.068506,nan,26.341000
864,26.154593,30.133450,nan,26.440262
865,26.234978,30.198393,nan,26.539219
866,26.316799,30.263336,nan,26.637804
867,26.400053,30.328278,nan,26.637804
868,26.485111,30.393221,nan,26.637804
869,26.571707,30.458164,nan,26.637804
870,26.659733,30.523108,nan,26.735968
871,26.749172,30.588049,nan,26.735968
872,26.840021,30.652992,nan,26.833447
873,26.932549,30.717936,nan,26.930323
874,27.026592,30.782877,nan,26.930323
875,27.121969,30.847820,nan,27.026537
876,27.218653,30.912764,nan,27.122028
877,27.316616,30.977707,nan,27.216757
878,27.416033,31.042648,nan,27.310408
879,27.516808,31.107592,nan,27.403093
880,27.618729,31.172535,nan,27.494823
881,27.721741,31.237476,nan,27.585529
882,27.825802,31.302420,nan,27.585529
883,27.930984,31.367363,nan,27.585529
884,28.037245,31.432306,nan,27.585529
885,28.144352,31.497248,nan,27.585529
886,28.252232,31.562191,nan,27.585529
887,28.360828,31.627134,nan,27.585529
888,28.470127,31.692076,nan,27.585529
889,28.580095,31.757019,nan,27.675182
890,28.690521,31.821962,nan,27.763470
891,28.801321,31.886906,nan,27.850487
892,28.912426,31.951847,nan,27.936314
893,29.023773,32.016792,nan,28.020891
894,29.135275,32.081734,nan,28.104204
895,29.246796,32.146675,nan,28.185980
896,29.358250,32.211620,nan,28.266245
897,29.469574,32.276562,nan,28.345167
898,29.580692,32.341503,nan,28.422709
899,29.691399,32.406448,nan,28.498871
900,29.801697,32.471390,nan,28.573442
901,29.911501,32.536331,nan,28.646370
902,30.020761,32.601276,nan,28.717909
903,30.129417,32.666218,nan,28.788048
904,30.237165,32.731163,nan,28.856806
905,30.344107,32.796104,nan,28.924047
906,30.450220,32.861046,nan,28.989649
907,30.555445,32.925991,nan,29.053932
908,30.659742,32.990932,nan,29.116932
909,30.762791,33.055874,nan,29.178654
910,30.864729,33.120819,nan,29.239058
911,30.965588,33.185760,nan,29.297989
912,31.065336,33.250702,nan,29.355795
913,31.163948,33.315647,nan,29.412529
914,31.261147,33.380589,nan,29.412529
915,31.357025,33.445530,nan,29.468222
916,31.451698,33.510475,nan,29.522907
917,31.545151,33.575417,nan,29.576431
918,31.637381,33.640362,nan,29.629137
919,31.728167,33.705303,nan,29.681093
920,31.817539,33.770245,nan,29.732344
921,31.905689,33.835190,nan,29.782959
922,31.992609,33.900131,nan,29.832878
923,32.078320,33.965073,nan,29.882357
924,32.162659,34.030018,nan,29.931486
925,32.245583,34.094959,nan,29.931486
926,32.327332,34.159901,nan,29.931486
927,32.407917,34.224846,nan,29.980326
928,32.487358,34.289787,nan,30.028954
929,32.565556,34.354733,nan,30.077456
930,32.642403,34.419674,nan,30.125967
931,32.718174,34.484615,nan,30.174582
932,32.792881,34.549561,nan,30.223375
933,32.866550,34.614502,nan,30.272421
934,32.939133,34.679443,nan,30.321920
935,33.010452,34.744389,nan,30.371935
936,33.080807,34.809330,nan,30.422523
937,33.150211,34.874271,nan,30.473757
938,33.218689,34.939217,nan,30.525711
939,33.286236,35.004158,nan,30.578655
940,33.352638,35.069099,nan,30.632648
941,33.418182,35.134045,nan,30.687670
942,33.482883,35.198986,nan,30.743793
943,33.546768,35.263931,nan,30.743793
944,33.609863,35.328873,nan,30.801083
945,33.671959,35.393814,nan,30.859827
946,33.733315,35.458759,nan,30.859827
947,33.793968,35.523701,nan,30.920156
948,33.853928,35.588642,nan,30.981928
949,33.913216,35.653587,nan,31.045202
950,33.971703,35.718529,nan,31.110033
951,34.029556,35.783470,nan,31.176687
952,34.086823,35.848415,nan,31.245413
953,34.143536,35.913357,nan,31.315918
954,34.199715,35.978302,nan,31.315918
955,34.255283,36.043243,nan,31.315918
956,34.310341,36.108185,nan,31.388248
957,34.364964,36.173130,nan,31.462442
958,34.419170,36.238071,nan,31.462442
959,34.472984,36.303013,nan,31.462442
960,34.526382,36.367958,nan,31.538698
961,34.579407,36.432899,nan,31.617411
962,34.632141,36.497841,nan,31.698139
963,34.684612,36.562786,nan,31.780897
964,34.736843,36.627728,nan,31.865725
965,34.788811,36.692669,nan,31.952709
966,34.840576,36.757614,nan,32.042404
967,34.892193,36.822556,nan,32.134220
968,34.943684,36.887501,nan,32.228153
969,34.995079,36.952442,nan,32.324219
970,35.046402,37.017384,nan,32.422394
971,35.097683,37.082329,nan,32.523365
972,35.148964,37.147270,nan,32.626431
973,35.200268,37.212212,nan,32.731564
974,35.251629,37.277157,nan,32.838757
975,35.303074,37.342098,nan,32.947968
976,35.354664,37.407040,nan,33.059727
977,35.406414,37.471985,nan,33.173515
978,35.458347,37.536926,nan,33.289173
979,35.510494,37.601871,nan,33.406689
980,35.562889,37.666813,nan,33.526012
981,35.615646,37.731754,nan,33.647480
982,35.668739,37.796700,nan,33.770756
983,35.722183,37.861641,nan,33.895592
984,35.776024,37.926582,nan,34.021954
985,35.830296,37.991528,nan,34.149792
986,35.885178,38.056469,nan,34.279263
987,35.940594,38.121410,nan,34.410168
988,35.996567,38.186356,nan,34.542225
989,36.053131,38.251297,nan,34.675373
990,36.110329,38.316238,nan,34.809532
991,36.168358,38.381184,nan,34.944717
992,36.227142,38.446125,nan,35.080780
993,36.286678,38.511070,nan,35.217445
994,36.346996,38.576012,nan,35.354622
995,36.408134,38.640953,nan,35.492218
996,36.470299,38.705898,nan,35.630104
997,36.533432,38.770840,nan,35.768101
998,36.597469,38.835781,nan,35.906044
999,36.662422,38.900726,nan,36.043758
1000,36.728321,38.965668,nan,36.181149
1001,36.795330,39.030609,nan,36.317986
1002,36.863407,39.095554,nan,36.453941
1003,36.932430,39.160496,nan,36.588997
1004,37.002377,39.225441,nan,36.722958
1005,37.073223,39.225441,nan,36.855698
1006,37.145092,39.160603,nan,36.986961
1007,37.217922,39.095768,nan,37.116112
1008,37.291534,39.030933,nan,37.243385
1009,37.365860,38.966099,nan,37.368572
1010,37.440842,38.901260,nan,37.491520
1011,37.516487,38.836426,nan,37.612053
1012,37.592686,38.771591,nan,37.729057
1013,37.669235,38.706757,nan,37.843147
1014,37.746025,38.641922,nan,37.954121
1015,37.822948,38.577084,nan,38.061821
1016,37.899899,38.512249,nan,38.166092
1017,37.976612,38.447414,nan,38.265633
1018,38.052959,38.382580,nan,38.361134
1019,38.128799,38.317741,nan,38.452576
1020,38.203972,38.252907,nan,38.452576
1021,38.278301,38.188072,nan,38.539803
1022,38.351223,38.123238,nan,38.622688
1023,38.422829,38.058403,nan,38.699936
1024,38.492939,37.993565,nan,38.772144
1025,38.561359,37.928730,nan,38.839542
1026,38.627914,37.863895,nan,38.902035
1027,38.691662,37.799061,nan,38.959538
1028,38.752964,37.734222,nan,39.010895
1029,38.811653,37.669388,nan,39.056496
1030,38.867535,37.604553,nan,39.096870
1031,38.920433,37.539719,nan,39.131992
1032,38.969212,37.474884,nan,39.161846
1033,39.014305,37.410046,nan,39.185543
1034,39.055710,37.345211,nan,39.203175
1035,39.093262,37.280376,nan,39.215584
1036,39.126801,37.215542,nan,39.222813
1037,39.155140,37.150703,nan,39.224918
1038,39.178661,37.085869,nan,39.224918
1039,39.197609,37.021034,nan,39.224918
1040,39.211872,36.956200,nan,39.224918
1041,39.221329,36.891365,nan,39.224918
1042,39.224918,36.826527,39.204742,39.224918
1043,39.222813,36.761692,39.126801,nan
1044,39.215584,36.696857,39.093262,nan
1045,39.203175,36.632023,39.055710,nan
1046,39.185543,36.567184,39.014305,nan
1047,39.161846,36.502350,38.969212,nan
1048,39.131992,36.437515,38.920433,nan
1049,39.096870,36.372681,38.867535,nan
1050,39.056496,36.307846,38.811653,nan
1051,39.010895,36.243008,38.752964,nan
1052,38.959538,36.178173,38.691662,nan
1053,38.902035,36.113338,38.627914,nan
1054,38.839542,36.048504,38.561359,nan
1055,38.772144,35.983665,38.492939,nan
1056,38.699936,35.918831,38.422829,nan
1057,38.622688,35.853996,38.351223,nan
1058,38.539803,35.789162,38.278301,nan
1059,38.452576,35.724327,38.166386,nan
1060,38.361134,35.659489,38.052959,nan
1061,38.265633,35.594654,37.976612,nan
1062,38.166092,35.529819,37.899899,nan
1063,38.061821,35.464985,37.822948,nan
1064,37.954121,35.400146,37.746025,nan
1065,37.843147,35.335312,37.669235,nan
1066,37.729057,35.270477,37.592686,nan
1067,37.612053,35.205643,37.516487,nan
1068,37.491520,35.140808,37.440842,nan
1069,37.368572,35.075970,37.365860,nan
1070,37.243385,35.011135,37.291534,nan
1071,37.116112,34.946301,37.217922,nan
1072,36.986961,34.881466,37.145092,nan
1073,36.855698,34.816631,37.073223,nan
1074,36.722958,34.751793,37.002377,nan
1075,36.588997,34.686958,36.932430,nan
1076,36.453941,34.622124,36.863407,nan
1077,36.317986,34.557289,36.795330,nan
1078,36.181149,34.492451,36.728321,nan
1079,36.043758,34.427616,36.662422,nan
